Name,GP,G,A,TP,PPG,PIM,Period,Years,POS,firstYear,lastYear
Cully Simon,130.0,4.0,11.0,15.0,0.115,121.0,1942-1945,3.0,D,1942,1945
Mike McKee,48.0,3.0,12.0,15.0,0.313,41.0,1993-1994,1.0,LW/D,1993,1994
Mark Fusco,80.0,3.0,12.0,15.0,0.188,42.0,1983-1985,2.0,D,1983,1985
Ladislav Benysek,161.0,3.0,12.0,15.0,0.09300000000000001,74.0,1997-2003,4.0,D,1997,2003
Howard Walker,83.0,2.0,13.0,15.0,0.18100000000000002,133.0,1980-1983,3.0,D,1980,1983
Barry Salovaara,90.0,2.0,13.0,15.0,0.16699999999999998,70.0,1974-1976,2.0,D,1974,1976
Jerome Engele,100.0,2.0,13.0,15.0,0.15,162.0,1975-1978,3.0,D,1975,1978
Rick Berry,197.0,2.0,13.0,15.0,0.076,314.0,2000-2004,4.0,D,2000,2004
Willie Brossart,129.0,1.0,14.0,15.0,0.11599999999999999,88.0,1970-1976,6.0,D,1970,1976
Steven Halko,155.0,0.0,15.0,15.0,0.09699999999999999,71.0,1997-2003,6.0,D,1997,2003
Joe Krol,26.0,10.0,4.0,14.0,0.5379999999999999,8.0,1936-1942,3.0,LW,1936,1942
Nelson Debenedet,46.0,10.0,4.0,14.0,0.304,13.0,1973-1975,2.0,LW,1973,1975
Yuri Butsayev,99.0,10.0,4.0,14.0,0.141,28.0,1999-2003,4.0,RW,1999,2003
Veli-Pekka Ketola,44.0,9.0,5.0,14.0,0.318,4.0,1981-1982,1.0,C,1981,1982
Jani Rita,66.0,9.0,5.0,14.0,0.212,10.0,2001-2006,4.0,LW/RW,2001,2006
Archie Briden,71.0,9.0,5.0,14.0,0.19699999999999998,56.0,1926-1930,2.0,LW,1926,1930
Mike Needham,86.0,9.0,5.0,14.0,0.163,16.0,1991-1994,3.0,RW,1991,1994
Mike Danton,87.0,9.0,5.0,14.0,0.161,182.0,2000-2004,3.0,C,2000,2004
Jan Caloun,24.0,8.0,6.0,14.0,0.583,2.0,1995-2001,3.0,RW,1995,2001
Grigorijs Pantelejevs,54.0,8.0,6.0,14.0,0.259,12.0,1992-1996,4.0,LW,1992,1996
Jacques Cossette,64.0,8.0,6.0,14.0,0.21899999999999997,29.0,1975-1979,3.0,RW,1975,1979
Wilfie Starr,87.0,8.0,6.0,14.0,0.161,25.0,1932-1936,4.0,LW,1932,1936
Samuel Rothschild,100.0,8.0,6.0,14.0,0.14,25.0,1924-1928,4.0,LW,1924,1928
Clem Loughlin,101.0,8.0,6.0,14.0,0.139,77.0,1926-1929,3.0,D,1926,1929
C.J. Young,43.0,7.0,7.0,14.0,0.326,32.0,1992-1993,1.0,RW,1992,1993
Robert Dome,53.0,7.0,7.0,14.0,0.264,12.0,1997-2003,3.0,RW,1997,2003
Ron Friest,64.0,7.0,7.0,14.0,0.21899999999999997,191.0,1980-1983,3.0,LW,1980,1983
Mario Roberge,112.0,7.0,7.0,14.0,0.125,314.0,1990-1995,5.0,LW,1990,1995
Barry E. Smith,114.0,7.0,7.0,14.0,0.12300000000000001,10.0,1975-1981,3.0,C,1975,1981
Chris Nielsen,52.0,6.0,8.0,14.0,0.26899999999999996,8.0,2000-2002,2.0,RW,2000,2002
Nikita Filatov,53.0,6.0,8.0,14.0,0.264,20.0,2008-2012,4.0,LW/RW,2008,2012
Tim Hrynewich,55.0,6.0,8.0,14.0,0.255,82.0,1982-1984,2.0,LW,1982,1984
Kevin Smyth,58.0,6.0,8.0,14.0,0.24100000000000002,31.0,1993-1996,3.0,RW,1993,1996
Albert Hughes,60.0,6.0,8.0,14.0,0.233,22.0,1930-1932,2.0,C,1930,1932
Link Gaetz,65.0,6.0,8.0,14.0,0.215,412.0,1988-1992,3.0,D,1988,1992
Ross Lowe,77.0,6.0,8.0,14.0,0.182,82.0,1949-1952,3.0,LW,1949,1952
Dave Cressman,85.0,6.0,8.0,14.0,0.165,37.0,1974-1976,2.0,LW,1974,1976
Gizzy Hart,104.0,6.0,8.0,14.0,0.135,12.0,1926-1933,3.0,LW,1926,1933
Cam Janssen,336.0,6.0,8.0,14.0,0.042,774.0,2005-2014,9.0,RW,2005,2014
Jeff Shevalier,32.0,5.0,9.0,14.0,0.43799999999999994,8.0,1994-2000,3.0,LW,1994,2000
Ken Kuzyk,41.0,5.0,9.0,14.0,0.341,8.0,1976-1978,2.0,RW,1976,1978
Tod Campeau,42.0,5.0,9.0,14.0,0.33299999999999996,16.0,1943-1949,3.0,C,1943,1949
Russ Brayshaw,43.0,5.0,9.0,14.0,0.326,24.0,1944-1945,1.0,LW,1944,1945
Josh Holden,60.0,5.0,9.0,14.0,0.233,16.0,1998-2004,6.0,C,1998,2004
Eric Landry,68.0,5.0,9.0,14.0,0.20600000000000002,47.0,1997-2002,4.0,C,1997,2002
Andreas Salomonsson,71.0,5.0,9.0,14.0,0.19699999999999998,36.0,2001-2003,2.0,LW,2001,2003
Jason Botterill,88.0,5.0,9.0,14.0,0.159,89.0,1997-2004,6.0,LW,1997,2004
Ryan Hollweg,228.0,5.0,9.0,14.0,0.061,349.0,2005-2011,5.0,LW,2005,2011
Al Murray,271.0,5.0,9.0,14.0,0.052000000000000005,163.0,1933-1940,7.0,D,1933,1940
Mark Botell,32.0,4.0,10.0,14.0,0.43799999999999994,31.0,1981-1982,1.0,D,1981,1982
Willie O'Ree,45.0,4.0,10.0,14.0,0.311,26.0,1957-1961,2.0,RW,1957,1961
Geoff Platt,46.0,4.0,10.0,14.0,0.304,28.0,2005-2008,3.0,W/C,2005,2008
Dusan Pasek,48.0,4.0,10.0,14.0,0.292,30.0,1988-1989,1.0,C,1988,1989
Jim Wiley,62.0,4.0,10.0,14.0,0.226,8.0,1972-1977,4.0,C,1972,1977
Jakub Klepis,66.0,4.0,10.0,14.0,0.212,36.0,2005-2007,2.0,C/RW,2005,2007
Sergei Gusev,89.0,4.0,10.0,14.0,0.157,34.0,1997-2001,4.0,D,1997,2001
Craig Weller,95.0,4.0,10.0,14.0,0.147,127.0,2007-2009,2.0,RW/D,2007,2009
Bert Robertsson,123.0,4.0,10.0,14.0,0.114,61.0,1997-2001,4.0,D,1997,2001
Keith Aulie,167.0,4.0,10.0,14.0,0.084,196.0,2010-2015,5.0,D,2010,2015
Matt Ellison,43.0,3.0,11.0,14.0,0.326,19.0,2003-2007,3.0,C/W,2003,2007
Martin Hostak,55.0,3.0,11.0,14.0,0.255,24.0,1990-1992,2.0,RW,1990,1992
Anders Eldebrink,55.0,3.0,11.0,14.0,0.255,29.0,1981-1983,2.0,D,1981,1983
Aaron Palushaj,68.0,3.0,11.0,14.0,0.20600000000000002,18.0,2010-2014,4.0,RW/LW,2010,2014
Mark Osiecki,93.0,3.0,11.0,14.0,0.151,43.0,1991-1993,2.0,D,1991,1993
Ian Cushenan,129.0,3.0,11.0,14.0,0.109,134.0,1956-1964,5.0,D,1956,1964
Marc-André Cliche,151.0,3.0,11.0,14.0,0.09300000000000001,34.0,2009-2015,3.0,C,2009,2015
Jim Leavins,41.0,2.0,12.0,14.0,0.341,30.0,1985-1987,2.0,D,1985,1987
Vladimir Zharkov,82.0,2.0,12.0,14.0,0.171,10.0,2009-2012,3.0,RW/LW,2009,2012
Tim Erixon,93.0,2.0,12.0,14.0,0.151,38.0,2011-2015,4.0,D,2011,2015
Aris Brimanis,113.0,2.0,12.0,14.0,0.124,57.0,1993-2004,7.0,D,1993,2004
Richard Zemlak,132.0,2.0,12.0,14.0,0.106,587.0,1986-1992,5.0,RW,1986,1992
Sven Butenschon,140.0,2.0,12.0,14.0,0.1,86.0,1997-2006,8.0,D,1997,2006
Jamie Masters,33.0,1.0,13.0,14.0,0.424,2.0,1975-1979,3.0,D,1975,1979
Ken Breitenbach,68.0,1.0,13.0,14.0,0.20600000000000002,49.0,1975-1979,3.0,D,1975,1979
Joe Zanussi,87.0,1.0,13.0,14.0,0.161,46.0,1974-1977,3.0,D,1974,1977
Magnus Johansson,45.0,0.0,14.0,14.0,0.311,18.0,2007-2008,1.0,D,2007,2008
Stan McCabe,78.0,9.0,4.0,13.0,0.16699999999999998,49.0,1929-1934,4.0,LW,1929,1934
Don MacLean,41.0,8.0,5.0,13.0,0.317,6.0,1997-2007,6.0,LW,1997,2007
Lloyd Andrews,53.0,8.0,5.0,13.0,0.245,10.0,1921-1925,4.0,LW,1921,1925
Blake Geoffrion,55.0,8.0,5.0,13.0,0.23600000000000002,34.0,2010-2012,2.0,C/LW,2010,2012
Colin Stuart,56.0,8.0,5.0,13.0,0.23199999999999998,26.0,2007-2012,4.0,C/LW,2007,2012
Jim O'Brien,77.0,8.0,5.0,13.0,0.16899999999999998,16.0,2010-2018,5.0,C/RW,2010,2018
Don Webster,27.0,7.0,6.0,13.0,0.48100000000000004,28.0,1943-1944,1.0,LW,1943,1944
Mike Glumac,40.0,7.0,6.0,13.0,0.325,38.0,2005-2008,3.0,C/RW,2005,2008
Tomas Jelinek,49.0,7.0,6.0,13.0,0.265,52.0,1992-1993,1.0,RW,1992,1993
Patrik Juhlin,56.0,7.0,6.0,13.0,0.23199999999999998,23.0,1994-1996,2.0,RW,1994,1996
Bob Beckett,68.0,7.0,6.0,13.0,0.191,18.0,1956-1964,4.0,C,1956,1964
Les Colwill,69.0,7.0,6.0,13.0,0.188,16.0,1958-1959,1.0,RW,1958,1959
Harry Zolnierczyk,84.0,7.0,6.0,13.0,0.155,93.0,2011-2017,6.0,LW/RW,2011,2017
Serge Payer,124.0,7.0,6.0,13.0,0.105,49.0,2000-2007,4.0,C,2000,2007
Mike Blunden,127.0,7.0,6.0,13.0,0.102,145.0,2006-2018,11.0,RW,2006,2018
Jack Schmidt,45.0,6.0,7.0,13.0,0.289,6.0,1942-1943,1.0,LW,1942,1943
Lyle Phair,48.0,6.0,7.0,13.0,0.271,12.0,1985-1988,3.0,LW,1985,1988
Simon Gamache,48.0,6.0,7.0,13.0,0.271,18.0,2002-2008,4.0,LW/C,2002,2008
David Ullstrom,49.0,6.0,7.0,13.0,0.265,12.0,2011-2013,2.0,C/W,2011,2013
Teemu Hartikainen,52.0,6.0,7.0,13.0,0.25,16.0,2010-2013,3.0,C/W,2010,2013
Matt Foy,56.0,6.0,7.0,13.0,0.23199999999999998,48.0,2005-2008,3.0,RW,2005,2008
Jiri Bicek,62.0,6.0,7.0,13.0,0.21,29.0,2000-2004,4.0,LW/RW,2000,2004
Bill Meronek,19.0,5.0,8.0,13.0,0.684,0.0,1939-1943,2.0,C,1939,1943
Dominic Lavoie,38.0,5.0,8.0,13.0,0.342,32.0,1988-1994,6.0,D,1988,1994
T.J. Brennan,53.0,5.0,8.0,13.0,0.245,29.0,2011-2016,4.0,D,2011,2016
Jarmo Kekalainen,55.0,5.0,8.0,13.0,0.23600000000000002,28.0,1989-1994,3.0,LW,1989,1994
Riku Hahl,92.0,5.0,8.0,13.0,0.141,38.0,2001-2004,3.0,C,2001,2004
Frank Simonetti,115.0,5.0,8.0,13.0,0.113,76.0,1984-1988,4.0,D,1984,1988
Jay Caufield,208.0,5.0,8.0,13.0,0.063,759.0,1986-1993,7.0,RW,1986,1993
Gordon Bruce,28.0,4.0,9.0,13.0,0.46399999999999997,13.0,1940-1946,3.0,LW,1940,1946
Kyle Wilson,39.0,4.0,9.0,13.0,0.33299999999999996,12.0,2009-2012,3.0,C,2009,2012
Guy Labrie,42.0,4.0,9.0,13.0,0.31,16.0,1943-1945,2.0,D,1943,1945
Gus Forslund,48.0,4.0,9.0,13.0,0.271,2.0,1932-1933,1.0,RW,1932,1933
Clare Raglan,100.0,4.0,9.0,13.0,0.13,52.0,1950-1953,3.0,D,1950,1953
Tim Wallace,101.0,4.0,9.0,13.0,0.129,45.0,2008-2013,5.0,C/RW,2008,2013
Jordan Hendry,131.0,4.0,9.0,13.0,0.099,40.0,2007-2013,5.0,D,2007,2013
Jack Gordon,36.0,3.0,10.0,13.0,0.361,0.0,1948-1951,3.0,C,1948,1951
Mark Mancari,42.0,3.0,10.0,13.0,0.31,22.0,2006-2012,5.0,RW/LW,2006,2012
Petr Prajsler,46.0,3.0,10.0,13.0,0.28300000000000003,51.0,1987-1992,4.0,D,1987,1992
Don McSween,47.0,3.0,10.0,13.0,0.27699999999999997,55.0,1987-1996,5.0,D,1987,1996
Jim McTaggart,71.0,3.0,10.0,13.0,0.183,205.0,1980-1982,2.0,D,1980,1982
Gord Mark,85.0,3.0,10.0,13.0,0.153,187.0,1986-1995,4.0,D,1986,1995
Mark Ferner,91.0,3.0,10.0,13.0,0.14300000000000002,51.0,1986-1995,6.0,D,1986,1995
Jeff Giuliano,101.0,3.0,10.0,13.0,0.129,40.0,2005-2008,2.0,LW,2005,2008
Kevin Kaminski,139.0,3.0,10.0,13.0,0.094,528.0,1988-1997,7.0,C,1988,1997
David Van Der Gulik,49.0,2.0,11.0,13.0,0.265,10.0,2008-2015,6.0,LW/RW,2008,2015
Jim Ross,62.0,2.0,11.0,13.0,0.21,29.0,1951-1953,2.0,D,1951,1953
Mathieu Roy,66.0,2.0,11.0,13.0,0.19699999999999998,76.0,2005-2013,6.0,D,2005,2013
Andy Schliebener,84.0,2.0,11.0,13.0,0.155,74.0,1981-1985,3.0,D,1981,1985
Brett Carson,90.0,2.0,11.0,13.0,0.14400000000000002,20.0,2008-2013,5.0,D,2008,2013
Jarno Kultanen,102.0,2.0,11.0,13.0,0.127,59.0,2000-2003,3.0,D,2000,2003
Bryan Rodney,34.0,1.0,12.0,13.0,0.382,12.0,2008-2012,4.0,D,2008,2012
Chris Felix,35.0,1.0,12.0,13.0,0.371,10.0,1987-1991,4.0,D,1987,1991
Ray Giroux,38.0,0.0,13.0,13.0,0.342,22.0,1999-2004,4.0,D,1999,2004
George Horne,54.0,9.0,3.0,12.0,0.222,34.0,1925-1929,3.0,RW,1925,1929
Hago Harrington,72.0,9.0,3.0,12.0,0.16699999999999998,15.0,1925-1933,3.0,LW,1925,1933
Robert Ritchie,29.0,8.0,4.0,12.0,0.414,10.0,1976-1978,2.0,LW,1976,1978
Jerry Holland,37.0,8.0,4.0,12.0,0.324,6.0,1974-1976,2.0,LW,1974,1976
Tom McMurchy,55.0,8.0,4.0,12.0,0.218,65.0,1983-1988,4.0,RW,1983,1988
Leo Gaudreault,67.0,8.0,4.0,12.0,0.179,30.0,1927-1933,3.0,LW,1927,1933
Stuart Kulak,70.0,8.0,4.0,12.0,0.171,130.0,1982-1989,4.0,RW,1982,1989
Trevor Stienburg,71.0,8.0,4.0,12.0,0.16899999999999998,166.0,1985-1989,4.0,RW,1985,1989
Vern Kaiser,50.0,7.0,5.0,12.0,0.24,33.0,1950-1951,1.0,LW,1950,1951
Rob Whistle,51.0,7.0,5.0,12.0,0.235,16.0,1985-1988,2.0,D,1985,1988
Chuck Scherza,36.0,6.0,6.0,12.0,0.33299999999999996,35.0,1943-1945,2.0,C,1943,1945
Alexandre Giroux,48.0,6.0,6.0,12.0,0.25,26.0,2005-2012,6.0,LW/RW,2005,2012
Terry Clancy,93.0,6.0,6.0,12.0,0.129,39.0,1967-1973,4.0,RW,1967,1973
Réginald Savage,34.0,5.0,7.0,12.0,0.353,28.0,1990-1994,3.0,RW,1990,1994
Kim Davis,36.0,5.0,7.0,12.0,0.33299999999999996,51.0,1977-1981,4.0,C,1977,1981
Serge Boisvert,46.0,5.0,7.0,12.0,0.261,8.0,1982-1988,5.0,C,1982,1988
Matt Davidson,56.0,5.0,7.0,12.0,0.214,28.0,2000-2003,3.0,RW,2000,2003
Orval Tessier,59.0,5.0,7.0,12.0,0.203,6.0,1954-1961,3.0,C,1954,1961
Steve Moore,69.0,5.0,7.0,12.0,0.174,37.0,2001-2004,3.0,C,2001,2004
David Latta,36.0,4.0,8.0,12.0,0.33299999999999996,4.0,1985-1991,4.0,LW,1985,1991
Bill Masterton,38.0,4.0,8.0,12.0,0.316,4.0,1967-1968,1.0,C,1967,1968
Bobby Kirk,39.0,4.0,8.0,12.0,0.308,14.0,1937-1938,1.0,RW,1937,1938
Aud Tuten,39.0,4.0,8.0,12.0,0.308,48.0,1941-1943,2.0,D,1941,1943
Brian Wilks,46.0,4.0,8.0,12.0,0.261,25.0,1984-1987,3.0,C,1984,1987
Steve Wagner,46.0,4.0,8.0,12.0,0.261,26.0,2007-2009,2.0,D,2007,2009
Matt Taormina,59.0,4.0,8.0,12.0,0.203,6.0,2010-2016,5.0,D,2010,2016
Paul Nicholson,62.0,4.0,8.0,12.0,0.19399999999999998,18.0,1974-1977,3.0,LW,1974,1977
Tyler Bouck,91.0,4.0,8.0,12.0,0.132,93.0,2000-2007,5.0,LW,2000,2007
Larry Wright,106.0,4.0,8.0,12.0,0.113,19.0,1971-1978,5.0,C,1971,1978
Darcy Loewen,135.0,4.0,8.0,12.0,0.08900000000000001,211.0,1989-1994,5.0,LW,1989,1994
James Wright,146.0,4.0,8.0,12.0,0.08199999999999999,64.0,2009-2014,4.0,C/LW,2009,2014
Ole-Kristian Tollefsen,163.0,4.0,8.0,12.0,0.07400000000000001,296.0,2005-2010,5.0,D,2005,2010
Dan Kordic,197.0,4.0,8.0,12.0,0.061,584.0,1991-1999,6.0,D/LW,1991,1999
Jukka Porvari,39.0,3.0,9.0,12.0,0.308,4.0,1981-1983,2.0,RW,1981,1983
Bob Copp,40.0,3.0,9.0,12.0,0.3,26.0,1942-1951,2.0,D,1942,1951
Alex McKendry,46.0,3.0,9.0,12.0,0.261,21.0,1977-1981,4.0,LW,1977,1981
Gord Hynes,52.0,3.0,9.0,12.0,0.231,22.0,1991-1993,2.0,D,1991,1993
Larry Bolonchuk,74.0,3.0,9.0,12.0,0.162,97.0,1972-1978,4.0,D,1972,1978
Todd Charlesworth,93.0,3.0,9.0,12.0,0.129,47.0,1983-1990,6.0,D,1983,1990
Jack Bionda,93.0,3.0,9.0,12.0,0.129,113.0,1955-1959,4.0,D,1955,1959
Joe McDonnell,50.0,2.0,10.0,12.0,0.24,34.0,1981-1986,3.0,C,1981,1986
Keith Cory,51.0,2.0,10.0,12.0,0.235,41.0,1979-1981,2.0,D,1979,1981
Mikhail Yakubov,53.0,2.0,10.0,12.0,0.226,20.0,2003-2006,2.0,C,2003,2006
Dmitri Bykov,71.0,2.0,10.0,12.0,0.16899999999999998,43.0,2002-2003,1.0,D,2002,2003
Stuart Smith,77.0,2.0,10.0,12.0,0.156,95.0,1979-1983,4.0,D,1979,1983
Andy Wozniewski,79.0,2.0,10.0,12.0,0.152,81.0,2005-2010,5.0,D,2005,2010
Manny Viveiros,29.0,1.0,11.0,12.0,0.414,6.0,1985-1988,3.0,D,1985,1988
Mike Forbes,50.0,1.0,11.0,12.0,0.24,41.0,1977-1982,3.0,D,1977,1982
Virgil Johnson,75.0,1.0,11.0,12.0,0.16,27.0,1937-1945,3.0,D,1937,1945
Barry Legge,107.0,1.0,11.0,12.0,0.11199999999999999,144.0,1979-1982,3.0,D,1979,1982
Radim Bicanek,122.0,1.0,11.0,12.0,0.098,62.0,1994-2002,7.0,D,1994,2002
Jeremy Williams,32.0,9.0,2.0,11.0,0.344,6.0,2005-2011,5.0,RW,2005,2011
Frank Banham,32.0,9.0,2.0,11.0,0.344,16.0,1996-2003,4.0,RW,1996,2003
Aldo Palazzari,35.0,8.0,3.0,11.0,0.314,4.0,1943-1944,1.0,RW,1943,1944
Morley Bruce,71.0,8.0,3.0,11.0,0.155,27.0,1917-1922,4.0,D,1917,1922
Maxim Sushinsky,30.0,7.0,4.0,11.0,0.36700000000000005,29.0,2000-2001,1.0,RW,2000,2001
Stéphane Da Costa,47.0,7.0,4.0,11.0,0.23399999999999999,10.0,2010-2014,4.0,C/RW,2010,2014
Florent Robidoux,52.0,7.0,4.0,11.0,0.212,75.0,1980-1984,3.0,LW,1980,1984
Mark Kachowski,64.0,6.0,5.0,11.0,0.172,209.0,1987-1990,3.0,LW,1987,1990
Barry Potomski,68.0,6.0,5.0,11.0,0.162,227.0,1995-1998,3.0,LW,1995,1998
Harold Starr,205.0,6.0,5.0,11.0,0.054000000000000006,186.0,1929-1936,7.0,D,1929,1936
Scott Barney,27.0,5.0,6.0,11.0,0.40700000000000003,4.0,2002-2006,3.0,C/RW,2002,2006
Fernand Leblanc,34.0,5.0,6.0,11.0,0.324,0.0,1976-1979,3.0,LW,1976,1979
David Emma,34.0,5.0,6.0,11.0,0.324,2.0,1992-2001,5.0,RW,1992,2001
Dennis Sobchuk,35.0,5.0,6.0,11.0,0.314,2.0,1979-1983,2.0,C,1979,1983
Mike Dark,43.0,5.0,6.0,11.0,0.256,14.0,1986-1988,2.0,D,1986,1988
Corey Foster,45.0,5.0,6.0,11.0,0.244,24.0,1988-1997,4.0,D,1988,1997
