#,Player,GP,G,A,TP,PPG,PIM,Period,Years,Name,POS
3707.0,Jeff Brubaker (LW),178.0,16.0,9.0,25.0,0.14,512.0,1979-1989,8.0,Jeff Brubaker ,LW)
3708.0,Art Smith (D),144.0,15.0,10.0,25.0,0.174,249.0,1927-1931,4.0,Art Smith ,D)
3709.0,Brad Tapper (RW),71.0,14.0,11.0,25.0,0.35200000000000004,72.0,2000-2003,3.0,Brad Tapper ,RW)
3710.0,Daniel Corso (C),77.0,14.0,11.0,25.0,0.325,20.0,2000-2004,4.0,Daniel Corso ,C)
3711.0,Lorne Stamler (LW),116.0,14.0,11.0,25.0,0.21600000000000003,16.0,1976-1980,4.0,Lorne Stamler ,LW)
3712.0,Nick Palmieri (RW),87.0,13.0,12.0,25.0,0.287,20.0,2009-2012,3.0,Nick Palmieri ,RW)
3713.0,Andy Andreoff (C/LW),173.0,13.0,12.0,25.0,0.145,216.0,2014-2021,6.0,Andy Andreoff ,C/LW)
3714.0,George Parsons (LW),78.0,12.0,13.0,25.0,0.321,20.0,1936-1939,3.0,George Parsons ,LW)
3715.0,Zac Dalpe (C/RW),141.0,12.0,13.0,25.0,0.177,36.0,2010-2019,9.0,Zac Dalpe ,C/RW)
3716.0,Lance Nethery (F),41.0,11.0,14.0,25.0,0.61,14.0,1980-1982,2.0,Lance Nethery ,F)
3717.0,Denis Shvidki (RW),76.0,11.0,14.0,25.0,0.32899999999999996,30.0,2000-2004,4.0,Denis Shvidki ,RW)
3718.0,Bob Chrystal (D),132.0,11.0,14.0,25.0,0.18899999999999997,112.0,1953-1955,2.0,Bob Chrystal ,D)
3719.0,Denis Chassé (RW),132.0,11.0,14.0,25.0,0.18899999999999997,292.0,1993-1997,4.0,Denis Chassé ,RW)
3720.0,Pavel Vorobyov (C),57.0,10.0,15.0,25.0,0.439,38.0,2003-2006,2.0,Pavel Vorobyov ,C)
3721.0,Mike Antonovich (LW),87.0,10.0,15.0,25.0,0.287,37.0,1975-1984,5.0,Mike Antonovich ,LW)
3722.0,Joe Szura (C),90.0,10.0,15.0,25.0,0.278,30.0,1967-1969,2.0,Joe Szura ,C)
3723.0,Mark LaVarre (RW),78.0,9.0,16.0,25.0,0.321,58.0,1985-1988,3.0,Mark LaVarre ,RW)
3724.0,Stefan Elliott (D),87.0,8.0,17.0,25.0,0.287,16.0,2011-2019,6.0,Stefan Elliott ,D)
3725.0,Daryl Stanley (D/LW),189.0,8.0,17.0,25.0,0.132,408.0,1983-1990,6.0,Daryl Stanley ,D/LW)
3726.0,Ralph Bowman (D),274.0,8.0,17.0,25.0,0.091,260.0,1933-1940,7.0,Ralph Bowman ,D)
3727.0,Igor Liba (LW),37.0,7.0,18.0,25.0,0.6759999999999999,36.0,1988-1989,1.0,Igor Liba ,LW)
3728.0,Mike McMahon (D),57.0,7.0,18.0,25.0,0.439,102.0,1942-1946,3.0,Mike McMahon ,D)
3729.0,Gord Brooks (RW),70.0,7.0,18.0,25.0,0.35700000000000004,37.0,1971-1975,3.0,Gord Brooks ,RW)
3730.0,Charlie Mason (RW),95.0,7.0,18.0,25.0,0.263,44.0,1934-1939,4.0,Charlie Mason ,RW)
3731.0,Ted Snell (D/RW),104.0,7.0,18.0,25.0,0.24,22.0,1973-1975,2.0,Ted Snell ,D/RW)
3732.0,Chad Ruhwedel (D),170.0,7.0,18.0,25.0,0.147,42.0,2012-2021,9.0,Chad Ruhwedel ,D)
3733.0,Michel Mongeau (C),54.0,6.0,19.0,25.0,0.46299999999999997,10.0,1989-1993,4.0,Michel Mongeau ,C)
3734.0,Ethan Bear (D),89.0,6.0,19.0,25.0,0.281,43.0,2017-2020,2.0,Ethan Bear ,D)
3735.0,Norm Johnson (C),61.0,5.0,20.0,25.0,0.41,41.0,1957-1960,3.0,Norm Johnson ,C)
3736.0,Bill Speer (D),130.0,5.0,20.0,25.0,0.192,79.0,1967-1971,4.0,Bill Speer ,D)
3737.0,Davis Drewiske (D),135.0,5.0,20.0,25.0,0.185,67.0,2008-2013,5.0,Davis Drewiske ,D)
3738.0,Kevan Guy (D),156.0,5.0,20.0,25.0,0.16,138.0,1986-1992,6.0,Kevan Guy ,D)
3739.0,Scott Campbell (D),80.0,4.0,21.0,25.0,0.313,127.0,1979-1982,3.0,Scott Campbell ,D)
3740.0,David Rundblad (D),113.0,4.0,21.0,25.0,0.221,30.0,2011-2016,5.0,David Rundblad ,D)
3741.0,George Pesut (D),92.0,3.0,22.0,25.0,0.272,130.0,1974-1976,2.0,George Pesut ,D)
3742.0,Cody Goloubef (D),160.0,3.0,22.0,25.0,0.156,76.0,2011-2020,8.0,Cody Goloubef ,D)
3743.0,Jeff Chychrun (D),262.0,3.0,22.0,25.0,0.095,744.0,1986-1994,8.0,Jeff Chychrun ,D)
3744.0,Jim Fahey (D),92.0,1.0,24.0,25.0,0.272,67.0,2002-2007,4.0,Jim Fahey ,D)
3745.0,Rodger Smith (D),210.0,20.0,4.0,24.0,0.114,172.0,1925-1931,6.0,Rodger Smith ,D)
3746.0,Frank Foyston (C),64.0,17.0,7.0,24.0,0.375,32.0,1926-1928,2.0,Frank Foyston ,C)
3747.0,Armand Gaudreault (LW),44.0,15.0,9.0,24.0,0.545,27.0,1944-1945,1.0,Armand Gaudreault ,LW)
3748.0,Cameron Mann (RW),93.0,14.0,10.0,24.0,0.258,40.0,1997-2003,5.0,Cameron Mann ,RW)
3749.0,Jaroslav Balastik (LW/RW),74.0,13.0,11.0,24.0,0.324,30.0,2005-2007,2.0,Jaroslav Balastik ,LW/RW)
3750.0,Fred Glover (C),92.0,13.0,11.0,24.0,0.261,62.0,1948-1953,5.0,Fred Glover ,C)
3751.0,Gary Holt (LW),101.0,13.0,11.0,24.0,0.23800000000000002,133.0,1973-1978,5.0,Gary Holt ,LW)
3752.0,Earl Heiskala (LW),127.0,13.0,11.0,24.0,0.18899999999999997,294.0,1968-1971,3.0,Earl Heiskala ,LW)
3753.0,Jesse Joensuu (LW),129.0,13.0,11.0,24.0,0.18600000000000003,77.0,2008-2015,6.0,Jesse Joensuu ,LW)
3754.0,Bob Kirkpatrick (C),49.0,12.0,12.0,24.0,0.49,6.0,1942-1943,1.0,Bob Kirkpatrick ,C)
3755.0,Sheldon Keefe (RW),125.0,12.0,12.0,24.0,0.192,78.0,2000-2003,3.0,Sheldon Keefe ,RW)
3756.0,Wayne Van Dorp (LW),125.0,12.0,12.0,24.0,0.192,565.0,1986-1992,6.0,Wayne Van Dorp ,LW)
3757.0,Colton Orr (RW),477.0,12.0,12.0,24.0,0.05,1186.0,2003-2015,11.0,Colton Orr ,RW)
3758.0,Billy Cupolo (RW),47.0,11.0,13.0,24.0,0.511,10.0,1944-1945,1.0,Billy Cupolo ,RW)
3759.0,Neil Strain (LW),52.0,11.0,13.0,24.0,0.462,12.0,1952-1953,1.0,Neil Strain ,LW)
3760.0,Dmitri Nabokov (C),55.0,11.0,13.0,24.0,0.436,28.0,1997-2000,3.0,Dmitri Nabokov ,C)
3761.0,Bob Gryp (LW),74.0,11.0,13.0,24.0,0.324,33.0,1973-1976,3.0,Bob Gryp ,LW)
3762.0,André Savage (RW),66.0,10.0,14.0,24.0,0.364,14.0,1998-2003,4.0,André Savage ,RW)
3763.0,Eddie Kachur (RW),96.0,10.0,14.0,24.0,0.25,35.0,1956-1958,2.0,Eddie Kachur ,RW)
3764.0,Rick Bourbonnais (RW),71.0,9.0,15.0,24.0,0.33799999999999997,29.0,1975-1978,3.0,Rick Bourbonnais ,RW)
3765.0,Dennis Cholowski (D),88.0,9.0,15.0,24.0,0.273,22.0,2018-2021,3.0,Dennis Cholowski ,D)
3766.0,Peter Ferraro (RW),92.0,9.0,15.0,24.0,0.261,58.0,1995-2002,6.0,Peter Ferraro ,RW)
3767.0,Larry Pleau (C),94.0,9.0,15.0,24.0,0.255,22.0,1969-1972,3.0,Larry Pleau ,C)
3768.0,Lorne Duguid (LW),135.0,9.0,15.0,24.0,0.17800000000000002,57.0,1931-1937,6.0,Lorne Duguid ,LW)
3769.0,Aldo Guidolin (D/RW),182.0,9.0,15.0,24.0,0.132,117.0,1952-1956,4.0,Aldo Guidolin ,D/RW)
3770.0,Josh Ho-Sang (RW),53.0,7.0,17.0,24.0,0.45299999999999996,20.0,2016-2019,3.0,Josh Ho-Sang ,RW)
3771.0,Roger Kortko (C),79.0,7.0,17.0,24.0,0.304,28.0,1984-1986,2.0,Roger Kortko ,C)
3772.0,Jonathon Blum (D),110.0,7.0,17.0,24.0,0.218,22.0,2010-2015,5.0,Jonathon Blum ,D)
3773.0,Dana Tyrell (C/W),135.0,7.0,17.0,24.0,0.17800000000000002,26.0,2010-2015,5.0,Dana Tyrell ,C/W)
3774.0,Matt Roy (D),95.0,6.0,18.0,24.0,0.253,18.0,2018-2021,3.0,Matt Roy ,D)
3775.0,Liam Reddox (LW),100.0,6.0,18.0,24.0,0.24,34.0,2007-2011,4.0,Liam Reddox ,LW)
3776.0,Patrick Thoresen (LW/RW),106.0,6.0,18.0,24.0,0.226,66.0,2006-2008,2.0,Patrick Thoresen ,LW/RW)
3777.0,Jason Doig (D),158.0,6.0,18.0,24.0,0.152,285.0,1995-2004,7.0,Jason Doig ,D)
3778.0,Branislav Mezei (D),240.0,5.0,19.0,24.0,0.1,311.0,2000-2008,7.0,Branislav Mezei ,D)
3779.0,Adam Clendening (D),90.0,4.0,20.0,24.0,0.267,42.0,2014-2021,6.0,Adam Clendening ,D)
3780.0,Joakim Ryan (D),141.0,4.0,20.0,24.0,0.17,33.0,2017-2021,4.0,Joakim Ryan ,D)
3781.0,Wayne Muloin (D),147.0,3.0,21.0,24.0,0.163,93.0,1963-1971,3.0,Wayne Muloin ,D)
3782.0,Joe Hall (D),38.0,15.0,8.0,23.0,0.605,185.0,1917-1919,2.0,Joe Hall ,D)
3783.0,Benn Ferriero (RW),98.0,14.0,9.0,23.0,0.235,25.0,2009-2014,5.0,Benn Ferriero ,RW)
3784.0,Roman Lyashenko (C),139.0,14.0,9.0,23.0,0.165,55.0,1999-2003,4.0,Roman Lyashenko ,C)
3785.0,Pete Palangio (LW),71.0,13.0,10.0,23.0,0.324,28.0,1926-1938,5.0,Pete Palangio ,LW)
3786.0,Jason King (RW),59.0,12.0,11.0,23.0,0.39,8.0,2002-2008,3.0,Jason King ,RW)
3787.0,Enio Sclisizzi (LW),81.0,12.0,11.0,23.0,0.284,26.0,1946-1953,6.0,Enio Sclisizzi ,LW)
3788.0,Tom Martin (LW),92.0,12.0,11.0,23.0,0.25,259.0,1984-1990,6.0,Tom Martin ,LW)
3789.0,George Massecar (F),100.0,12.0,11.0,23.0,0.23,46.0,1929-1932,3.0,George Massecar ,F)
3790.0,Gerry Carson (D),261.0,12.0,11.0,23.0,0.08800000000000001,205.0,1928-1937,6.0,Gerry Carson ,D)
3791.0,Chris Cichocki (RW),68.0,11.0,12.0,23.0,0.33799999999999997,27.0,1985-1989,4.0,Chris Cichocki ,RW)
3792.0,Taylor Beck (RW),92.0,11.0,12.0,23.0,0.25,32.0,2012-2017,5.0,Taylor Beck ,RW)
3793.0,Ken Belanger (LW),248.0,11.0,12.0,23.0,0.09300000000000001,695.0,1994-2006,10.0,Ken Belanger ,LW)
3794.0,Lonnie Loach (LW),56.0,10.0,13.0,23.0,0.41100000000000003,29.0,1992-1994,2.0,Lonnie Loach ,LW)
3795.0,Kaapo Kakko (RW),66.0,10.0,13.0,23.0,0.348,14.0,2019-2021,2.0,Kaapo Kakko ,RW)
3796.0,Dale Kushner (RW),84.0,10.0,13.0,23.0,0.27399999999999997,215.0,1989-1992,3.0,Dale Kushner ,RW)
3797.0,Curtis McKenzie (LW),99.0,10.0,13.0,23.0,0.23199999999999998,131.0,2014-2018,4.0,Curtis McKenzie ,LW)
3798.0,Anton Slepyshev (LW/RW),102.0,10.0,13.0,23.0,0.225,14.0,2015-2018,3.0,Anton Slepyshev ,LW/RW)
3799.0,Iiro Pakarinen (RW/LW),134.0,10.0,13.0,23.0,0.172,18.0,2014-2018,4.0,Iiro Pakarinen ,RW/LW)
3800.0,Brandon Bollig (LW/RW),241.0,10.0,13.0,23.0,0.095,392.0,2011-2016,5.0,Brandon Bollig ,LW/RW)
3801.0,Joe Hardy (C),63.0,9.0,14.0,23.0,0.365,51.0,1969-1971,2.0,Joe Hardy ,C)
3802.0,Al Conroy (C),114.0,9.0,14.0,23.0,0.20199999999999999,156.0,1991-1994,3.0,Al Conroy ,C)
3803.0,Gerry Foley (RW),142.0,9.0,14.0,23.0,0.162,99.0,1954-1969,4.0,Gerry Foley ,RW)
3804.0,Andreas Martinsen (LW/RW),152.0,9.0,14.0,23.0,0.151,110.0,2015-2019,4.0,Andreas Martinsen ,LW/RW)
3805.0,Dan Plante (RW),159.0,9.0,14.0,23.0,0.145,135.0,1993-1998,4.0,Dan Plante ,RW)
3806.0,Brandon Davidson (D),174.0,9.0,14.0,23.0,0.132,78.0,2014-2020,6.0,Brandon Davidson ,D)
3807.0,Ilya Mikheyev (RW/LW),39.0,8.0,15.0,23.0,0.59,4.0,2019-2021,2.0,Ilya Mikheyev ,RW/LW)
3808.0,Kirby Dach (C),64.0,8.0,15.0,23.0,0.359,24.0,2019-2021,2.0,Kirby Dach ,C)
3809.0,Bill Orban (C),114.0,8.0,15.0,23.0,0.20199999999999999,67.0,1967-1970,3.0,Bill Orban ,C)
3810.0,Trent McCleary (RW),192.0,8.0,15.0,23.0,0.12,134.0,1995-2000,4.0,Trent McCleary ,RW)
3811.0,Blake Lizotte (C),66.0,6.0,17.0,23.0,0.348,20.0,2018-2021,3.0,Blake Lizotte ,C)
3812.0,Erik Gustafsson (D),91.0,6.0,17.0,23.0,0.253,14.0,2010-2014,4.0,Erik Gustafsson ,D)
3813.0,Dave Hoyda (F),132.0,6.0,17.0,23.0,0.174,299.0,1977-1981,4.0,Dave Hoyda ,F)
3814.0,Klas Dahlbeck (D),170.0,6.0,17.0,23.0,0.135,87.0,2014-2018,4.0,Klas Dahlbeck ,D)
3815.0,Joe DiPenta (D),174.0,6.0,17.0,23.0,0.132,110.0,2002-2008,4.0,Joe DiPenta ,D)
3816.0,Wayne King (C),73.0,5.0,18.0,23.0,0.315,34.0,1973-1976,3.0,Wayne King ,C)
3817.0,Martin Cibak (C),149.0,5.0,18.0,23.0,0.154,60.0,2001-2006,3.0,Martin Cibak ,C)
3818.0,Mark Astley (D),75.0,4.0,19.0,23.0,0.307,92.0,1993-1996,3.0,Mark Astley ,D)
3819.0,Vlastimil Kroupa (D),105.0,4.0,19.0,23.0,0.21899999999999997,66.0,1993-1998,5.0,Vlastimil Kroupa ,D)
3820.0,Jack Church (D),130.0,4.0,19.0,23.0,0.177,154.0,1938-1946,5.0,Jack Church ,D)
3821.0,Haydn Fleury (D),132.0,4.0,19.0,23.0,0.174,24.0,2017-2020,3.0,Haydn Fleury ,D)
3822.0,Jim Watson (D),221.0,4.0,19.0,23.0,0.10400000000000001,345.0,1963-1972,8.0,Jim Watson ,D)
3823.0,Vitezslav Duris (D),89.0,3.0,20.0,23.0,0.258,62.0,1980-1983,2.0,Vitezslav Duris ,D)
3824.0,Jake Dotchin (D),103.0,3.0,20.0,23.0,0.223,112.0,2016-2019,3.0,Jake Dotchin ,D)
3825.0,Matt Tennyson (D),144.0,3.0,20.0,23.0,0.16,38.0,2012-2020,7.0,Matt Tennyson ,D)
3826.0,François Leroux (D),249.0,3.0,20.0,23.0,0.092,577.0,1988-1998,10.0,François Leroux ,D)
3827.0,Don Johns (D),153.0,2.0,21.0,23.0,0.15,76.0,1960-1968,6.0,Don Johns ,D)
3828.0,Victor Bartley (D),121.0,1.0,22.0,23.0,0.19,61.0,2012-2017,5.0,Victor Bartley ,D)
3829.0,Bill Boyd (RW),138.0,15.0,7.0,22.0,0.159,72.0,1926-1930,4.0,Bill Boyd ,RW)
3830.0,Bob Cook (RW),72.0,13.0,9.0,22.0,0.306,22.0,1970-1975,4.0,Bob Cook ,RW)
3831.0,Teemu Pulkkinen (RW),83.0,13.0,9.0,22.0,0.265,32.0,2013-2017,4.0,Teemu Pulkkinen ,RW)
3832.0,Michaël Bournival (W/C),113.0,12.0,10.0,22.0,0.195,24.0,2013-2018,4.0,Michaël Bournival ,W/C)
3833.0,Dick Cherry (D),145.0,12.0,10.0,22.0,0.152,45.0,1956-1970,3.0,Dick Cherry ,D)
3834.0,Pavel Brendl (RW),78.0,11.0,11.0,22.0,0.282,16.0,2001-2006,4.0,Pavel Brendl ,RW)
3835.0,Éric Chouinard (W/C),90.0,11.0,11.0,22.0,0.244,14.0,2000-2006,4.0,Éric Chouinard ,W/C)
3836.0,Brandon Segal (RW),103.0,11.0,11.0,22.0,0.214,85.0,2008-2013,5.0,Brandon Segal ,RW)
3837.0,Viktor Tikhonov (LW/C),111.0,11.0,11.0,22.0,0.198,40.0,2008-2016,2.0,Viktor Tikhonov ,LW/C)
3838.0,Pete Morin (LW),31.0,10.0,12.0,22.0,0.71,7.0,1941-1942,1.0,Pete Morin ,LW)
3839.0,Alan Kuntz (LW),45.0,10.0,12.0,22.0,0.489,12.0,1941-1946,2.0,Alan Kuntz ,LW)
3840.0,Larry Skinner (C),47.0,10.0,12.0,22.0,0.46799999999999997,8.0,1976-1980,4.0,Larry Skinner ,C)
3841.0,Grant Stevenson (C),47.0,10.0,12.0,22.0,0.46799999999999997,14.0,2005-2006,1.0,Grant Stevenson ,C)
3842.0,Tom O'Neill (RW),66.0,10.0,12.0,22.0,0.33299999999999996,53.0,1943-1945,2.0,Tom O'Neill ,RW)
3843.0,Jayce Hawryluk (C/RW),68.0,10.0,12.0,22.0,0.324,32.0,2018-2021,3.0,Jayce Hawryluk ,C/RW)
3844.0,Mark Olver (C/LW),74.0,10.0,12.0,22.0,0.297,39.0,2010-2013,3.0,Mark Olver ,C/LW)
3845.0,Jeremy Morin (RW/LW),82.0,10.0,12.0,22.0,0.268,69.0,2010-2015,5.0,Jeremy Morin ,RW/LW)
3846.0,Byron Bitz (RW),97.0,10.0,12.0,22.0,0.22699999999999998,65.0,2008-2012,3.0,Byron Bitz ,RW)
3847.0,Danny Gruen (LW),49.0,9.0,13.0,22.0,0.449,19.0,1972-1977,3.0,Danny Gruen ,LW)
3848.0,Alain Caron (RW),60.0,9.0,13.0,22.0,0.36700000000000005,18.0,1967-1969,2.0,Alain Caron ,RW)
3849.0,David Jensen (F),69.0,9.0,13.0,22.0,0.319,22.0,1984-1988,4.0,David Jensen ,F)
3850.0,José Charbonneau (RW),71.0,9.0,13.0,22.0,0.31,67.0,1987-1995,4.0,José Charbonneau ,RW)
3851.0,Bill O'Dwyer (C),120.0,9.0,13.0,22.0,0.183,108.0,1983-1990,5.0,Bill O'Dwyer ,C)
3852.0,Juha Lind (LW),133.0,9.0,13.0,22.0,0.165,20.0,1997-2001,3.0,Juha Lind ,LW)
3853.0,Tommy Westlund (RW),203.0,9.0,13.0,22.0,0.10800000000000001,48.0,1999-2003,4.0,Tommy Westlund ,RW)
3854.0,Tanner Kero (C),72.0,8.0,14.0,22.0,0.306,10.0,2015-2018,3.0,Tanner Kero ,C)
3855.0,John Paddock (RW),87.0,8.0,14.0,22.0,0.253,86.0,1975-1983,5.0,John Paddock ,RW)
3856.0,Craig Millar (D),114.0,8.0,14.0,22.0,0.193,73.0,1996-2001,5.0,Craig Millar ,D)
3857.0,Archie Wilcox (D),208.0,8.0,14.0,22.0,0.106,158.0,1929-1935,6.0,Archie Wilcox ,D)
3858.0,Ray Powell (C),31.0,7.0,15.0,22.0,0.71,2.0,1950-1951,1.0,Ray Powell ,C)
3859.0,Ulf Isaksson (F),50.0,7.0,15.0,22.0,0.44,10.0,1982-1983,1.0,Ulf Isaksson ,F)
3860.0,Milan Marcetta (C),54.0,7.0,15.0,22.0,0.40700000000000003,10.0,1966-1969,3.0,Milan Marcetta ,C)
3861.0,Alexander Kharitonov (LW),71.0,7.0,15.0,22.0,0.31,12.0,2000-2002,2.0,Alexander Kharitonov ,LW)
3862.0,Jim Storm (LW),84.0,7.0,15.0,22.0,0.262,44.0,1993-1996,3.0,Jim Storm ,LW)
3863.0,Remi Elie (LW),106.0,7.0,15.0,22.0,0.20800000000000002,28.0,2016-2019,3.0,Remi Elie ,LW)
3864.0,Alexander Sulzer (D),131.0,7.0,15.0,22.0,0.168,44.0,2008-2014,6.0,Alexander Sulzer ,D)
3865.0,Rich Clune (LW),139.0,7.0,15.0,22.0,0.158,327.0,2009-2016,5.0,Rich Clune ,LW)
3866.0,Paul Bissonnette (LW),202.0,7.0,15.0,22.0,0.109,340.0,2008-2014,6.0,Paul Bissonnette ,LW)
3867.0,Ted Nolan (LW),78.0,6.0,16.0,22.0,0.282,105.0,1981-1986,3.0,Ted Nolan ,LW)
3868.0,Lasse Kukkonen (D),159.0,6.0,16.0,22.0,0.138,90.0,2003-2009,4.0,Lasse Kukkonen ,D)
3869.0,Michael Chaput (C/LW),169.0,6.0,16.0,22.0,0.13,78.0,2013-2020,7.0,Michael Chaput ,C/LW)
3870.0,Robert Murray (D),194.0,6.0,16.0,22.0,0.113,98.0,1973-1977,4.0,Robert Murray ,D)
3871.0,Miloslav Horava (D),80.0,5.0,17.0,22.0,0.275,38.0,1988-1991,3.0,Miloslav Horava ,D)
3872.0,Dylan Olsen (D),124.0,5.0,17.0,22.0,0.177,36.0,2011-2016,4.0,Dylan Olsen ,D)
3873.0,Bill Mikkelson (D),147.0,4.0,18.0,22.0,0.15,105.0,1971-1977,4.0,Bill Mikkelson ,D)
3874.0,Taylor Chorney (D),166.0,4.0,18.0,22.0,0.133,56.0,2008-2018,8.0,Taylor Chorney ,D)
3875.0,Mark Fraser (D),219.0,4.0,18.0,22.0,0.1,302.0,2006-2015,7.0,Mark Fraser ,D)
3876.0,Dean Chynoweth (D),241.0,4.0,18.0,22.0,0.091,667.0,1988-1998,9.0,Dean Chynoweth ,D)
3877.0,Harry Connor (LW),134.0,16.0,5.0,21.0,0.157,149.0,1927-1931,4.0,Harry Connor ,LW)
3878.0,Dave Ritchie (D),57.0,15.0,6.0,21.0,0.368,50.0,1917-1926,6.0,Dave Ritchie ,D)
3879.0,Walt Atanas (RW),49.0,13.0,8.0,21.0,0.429,40.0,1944-1945,1.0,Walt Atanas ,RW)
3880.0,Doug Volmar (RW),62.0,13.0,8.0,21.0,0.33899999999999997,26.0,1969-1973,4.0,Doug Volmar ,RW)
3881.0,Gemel Smith (C/W),83.0,12.0,9.0,21.0,0.253,42.0,2016-2020,4.0,Gemel Smith ,C/W)
3882.0,Cory Emmerton (C),139.0,12.0,9.0,21.0,0.151,22.0,2010-2014,4.0,Cory Emmerton ,C)
3883.0,John Markell (LW/RW),55.0,11.0,10.0,21.0,0.382,36.0,1979-1985,4.0,John Markell ,LW/RW)
3884.0,Mike Maneluk (LW),85.0,11.0,10.0,21.0,0.247,57.0,1998-2001,3.0,Mike Maneluk ,LW)
3885.0,Ed Kastelic (RW),220.0,11.0,10.0,21.0,0.095,719.0,1985-1992,7.0,Ed Kastelic ,RW)
3886.0,René Leclerc (C),87.0,10.0,11.0,21.0,0.24100000000000002,105.0,1968-1971,2.0,René Leclerc ,C)
3887.0,Bob Solinger (LW),99.0,10.0,11.0,21.0,0.212,19.0,1951-1960,5.0,Bob Solinger ,LW)
3888.0,Tage Thompson (RW/LW),107.0,10.0,11.0,21.0,0.196,32.0,2017-2021,4.0,Tage Thompson ,RW/LW)
3889.0,Tom Sestito (LW),154.0,10.0,11.0,21.0,0.136,499.0,2007-2017,9.0,Tom Sestito ,LW)
3890.0,Brad Staubitz (RW),230.0,10.0,11.0,21.0,0.091,521.0,2008-2013,5.0,Brad Staubitz ,RW)
3891.0,Sam Bettio (LW),44.0,9.0,12.0,21.0,0.47700000000000004,32.0,1949-1950,1.0,Sam Bettio ,LW)
3892.0,Steve Carlson (C),52.0,9.0,12.0,21.0,0.40399999999999997,23.0,1979-1980,1.0,Steve Carlson ,C)
3893.0,Antero Lehtonen (LW),65.0,9.0,12.0,21.0,0.32299999999999995,14.0,1979-1980,1.0,Antero Lehtonen ,LW)
3894.0,Chris Jensen (RW),74.0,9.0,12.0,21.0,0.284,27.0,1985-1992,6.0,Chris Jensen ,RW)
3895.0,Rob Murphy (C),125.0,9.0,12.0,21.0,0.168,152.0,1987-1994,7.0,Rob Murphy ,C)
3896.0,Dennis Rasmussen (C),139.0,9.0,12.0,21.0,0.151,24.0,2015-2018,3.0,Dennis Rasmussen ,C)
3897.0,Steve Kelly (LW),149.0,9.0,12.0,21.0,0.141,83.0,1996-2008,9.0,Steve Kelly ,LW)
3898.0,Troy Bodie (RW/LW),159.0,9.0,12.0,21.0,0.132,172.0,2008-2015,5.0,Troy Bodie ,RW/LW)
3899.0,Ken Richardson (C),49.0,8.0,13.0,21.0,0.429,16.0,1974-1979,3.0,Ken Richardson ,C)
3900.0,Joel Farabee (LW),52.0,8.0,13.0,21.0,0.40399999999999997,39.0,2019-2021,2.0,Joel Farabee ,LW)
3901.0,Todd Hlushko (C),79.0,8.0,13.0,21.0,0.266,84.0,1993-1999,6.0,Todd Hlushko ,C)
3902.0,Jack Hughes (C),61.0,7.0,14.0,21.0,0.344,10.0,2019-2021,2.0,Jack Hughes ,C)
3903.0,Dillon Dubé (C/LW),70.0,7.0,14.0,21.0,0.3,10.0,2018-2021,3.0,Dillon Dubé ,C/LW)
3904.0,Scott Ferguson (D),218.0,7.0,14.0,21.0,0.096,310.0,1997-2006,7.0,Scott Ferguson ,D)
3905.0,Kevin Maxwell (C),66.0,6.0,15.0,21.0,0.318,61.0,1980-1984,3.0,Kevin Maxwell ,C)
3906.0,Connor Brickley (C/W),81.0,6.0,15.0,21.0,0.259,42.0,2015-2019,3.0,Connor Brickley ,C/W)
3907.0,Victor Desjardins (C),87.0,6.0,15.0,21.0,0.24100000000000002,27.0,1930-1932,2.0,Victor Desjardins ,C)
3908.0,Scott Parker (RW),308.0,6.0,14.0,21.0,0.068,699.0,1998-2008,8.0,Scott Parker ,RW)
3909.0,Rick Shinske (C),63.0,5.0,16.0,21.0,0.33299999999999996,10.0,1976-1979,3.0,Rick Shinske ,C)
3910.0,Steven Santini (D),116.0,5.0,16.0,21.0,0.18100000000000002,55.0,2015-2020,5.0,Steven Santini ,D)
3911.0,Justin Holl (D),81.0,4.0,17.0,21.0,0.259,45.0,2017-2021,4.0,Justin Holl ,D)
3912.0,Michael Kostka (D),85.0,4.0,17.0,21.0,0.247,39.0,2012-2016,4.0,Michael Kostka ,D)
3913.0,Anssi Salmela (D),112.0,4.0,17.0,21.0,0.188,44.0,2008-2011,3.0,Anssi Salmela ,D)
3914.0,Alexei Marchenko (D),121.0,4.0,17.0,21.0,0.174,26.0,2013-2017,4.0,Alexei Marchenko ,D)
3915.0,Chris McAllister (D),301.0,4.0,17.0,21.0,0.07,634.0,1997-2004,7.0,Chris McAllister ,D)
3916.0,Shawn Cronin (D),292.0,3.0,18.0,21.0,0.07200000000000001,877.0,1988-1995,7.0,Shawn Cronin ,D)
3917.0,Edwin Gorman (D),111.0,14.0,6.0,20.0,0.18,108.0,1924-1928,4.0,Edwin Gorman ,D)
3918.0,Orville Heximer (LW),84.0,13.0,7.0,20.0,0.23800000000000002,16.0,1929-1935,3.0,Orville Heximer ,LW)
3919.0,Bryan McSheffrey (RW),90.0,13.0,7.0,20.0,0.222,44.0,1972-1975,3.0,Bryan McSheffrey ,RW)
3920.0,Mitch Lamoureux (C),73.0,11.0,9.0,20.0,0.27399999999999997,59.0,1983-1988,3.0,Mitch Lamoureux ,C)
3921.0,Jamie Leach (RW),81.0,11.0,9.0,20.0,0.247,12.0,1989-1994,5.0,Jamie Leach ,RW)
